coduf,data,obitosNovos,totalVacinacoes,pessoasVacinadas,novasVacinacoes
AFG,2020-08-07,4,0,0,0
AFG,2020-08-08,0,0,0,0
AFG,2020-08-09,9,0,0,0
AFG,2020-08-10,5,0,0,0
AFG,2020-08-11,0,0,0,0
AFG,2020-08-12,32,0,0,0
AFG,2020-08-13,10,0,0,0
AFG,2020-08-14,9,0,0,0
AFG,2020-08-15,0,0,0,0
AFG,2020-08-16,7,0,0,0
AFG,2020-08-17,5,0,0,0
AFG,2020-08-18,0,0,0,0
AFG,2020-08-19,0,0,0,0
AFG,2020-08-20,0,0,0,0
AFG,2020-08-21,8,0,0,0
AFG,2020-08-22,2,0,0,0
AFG,2020-08-23,0,0,0,0
AFG,2020-08-24,0,0,0,0
AFG,2020-08-25,2,0,0,0
AFG,2020-08-26,10,0,0,0
AFG,2020-08-27,4,0,0,0
AFG,2020-08-28,0,0,0,0
AFG,2020-08-29,1,0,0,0
AFG,2020-08-30,0,0,0,0
AFG,2020-08-31,0,0,0,0
AFG,2020-09-01,0,0,0,0
AFG,2020-09-02,4,0,0,0
AFG,2020-09-03,3,0,0,0
AFG,2020-09-04,0,0,0,0
AFG,2020-09-05,0,0,0,0
AFG,2020-09-06,0,0,0,0
AFG,2020-09-07,3,0,0,0
AFG,2020-09-08,3,0,0,0
AFG,2020-09-09,3,0,0,0
AFG,2020-09-10,2,0,0,0
AFG,2020-09-11,0,0,0,0
AFG,2020-09-12,0,0,0,0
AFG,2020-09-13,0,0,0,0
AFG,2020-09-14,0,0,0,0
AFG,2020-09-15,5,0,0,0
AFG,2020-09-16,1,0,0,0
AFG,2020-09-17,10,0,0,0
AFG,2020-09-18,0,0,0,0
AFG,2020-09-19,1,0,0,0
AFG,2020-09-20,0,0,0,0
AFG,2020-09-21,4,0,0,0
AFG,2020-09-22,3,0,0,0
AFG,2020-09-23,1,0,0,0
AFG,2020-09-24,1,0,0,0
AFG,2020-09-25,5,0,0,0
AFG,2020-09-26,0,0,0,0
AFG,2020-09-27,2,0,0,0
AFG,2020-09-28,0,0,0,0
AFG,2020-09-29,3,0,0,0
AFG,2020-09-30,2,0,0,0
AFG,2020-10-01,0,0,0,0
AFG,2020-10-02,0,0,0,0
AFG,2020-10-03,0,0,0,0
AFG,2020-10-04,4,0,0,0
AFG,2020-10-05,0,0,0,0
AFG,2020-10-06,4,0,0,0
AFG,2020-10-07,1,0,0,0
AFG,2020-10-08,2,0,0,0
AFG,2020-10-09,1,0,0,0
AFG,2020-10-10,2,0,0,0
AFG,2020-10-11,1,0,0,0
AFG,2020-10-12,4,0,0,0
AFG,2020-10-13,2,0,0,0
AFG,2020-10-14,1,0,0,0
AFG,2020-10-15,1,0,0,0
AFG,2020-10-16,0,0,0,0
AFG,2020-10-17,4,0,0,0
AFG,2020-10-18,3,0,0,0
AFG,2020-10-19,4,0,0,0
AFG,2020-10-20,5,0,0,0
AFG,2020-10-21,2,0,0,0
AFG,2020-10-22,2,0,0,0
AFG,2020-10-23,4,0,0,0
AFG,2020-10-24,2,0,0,0
AFG,2020-10-25,4,0,0,0
AFG,2020-10-26,3,0,0,0
AFG,2020-10-27,4,0,0,0
AFG,2020-10-28,5,0,0,0
AFG,2020-10-29,6,0,0,0
AFG,2020-10-30,3,0,0,0
AFG,2020-10-31,1,0,0,0
AFG,2020-11-01,3,0,0,0
AFG,2020-11-02,0,0,0,0
AFG,2020-11-03,5,0,0,0
AFG,2020-11-04,3,0,0,0
AFG,2020-11-05,4,0,0,0
AFG,2020-11-06,6,0,0,0
AFG,2020-11-07,0,0,0,0
AFG,2020-11-08,2,0,0,0
AFG,2020-11-09,6,0,0,0
AFG,2020-11-10,12,0,0,0
AFG,2020-11-11,3,0,0,0
AFG,2020-11-12,4,0,0,0
AFG,2020-11-13,10,0,0,0
AFG,2020-11-14,4,0,0,0
AFG,2020-11-15,10,0,0,0
AFG,2020-11-16,12,0,0,0
AFG,2020-11-17,9,0,0,0
AFG,2020-11-18,12,0,0,0
AFG,2020-11-19,7,0,0,0
AFG,2020-11-20,5,0,0,0
AFG,2020-11-21,11,0,0,0
AFG,2020-11-22,14,0,0,0
AFG,2020-11-23,12,0,0,0
AFG,2020-11-24,8,0,0,0
AFG,2020-11-25,17,0,0,0
AFG,2020-11-26,13,0,0,0
AFG,2020-11-27,12,0,0,0
AFG,2020-11-28,3,0,0,0
AFG,2020-11-29,12,0,0,0
AFG,2020-11-30,11,0,0,0
AFG,2020-12-01,11,0,0,0
AFG,2020-12-02,21,0,0,0
AFG,2020-12-03,27,0,0,0
AFG,2020-12-04,19,0,0,0
AFG,2020-12-05,6,0,0,0
AFG,2020-12-06,18,0,0,0
AFG,2020-12-07,10,0,0,0
OWID_AFR,2020-03-14,0,0,0,0
OWID_AFR,2020-03-15,1,0,0,0
OWID_AFR,2020-03-16,0,0,0,0
OWID_AFR,2020-03-17,2,0,0,0
OWID_AFR,2020-03-18,3,0,0,0
OWID_AFR,2020-03-19,0,0,0,0
OWID_AFR,2020-03-20,1,0,0,0
OWID_AFR,2020-03-21,2,0,0,0
OWID_AFR,2020-03-22,6,0,0,0
OWID_AFR,2020-03-23,8,0,0,0
OWID_AFR,2020-03-24,6,0,0,0
OWID_AFR,2020-03-25,7,0,0,0
OWID_AFR,2020-03-26,4,0,0,0
OWID_AFR,2020-03-27,9,0,0,0
OWID_AFR,2020-03-28,22,0,0,0
OWID_AFR,2020-03-29,10,0,0,0
OWID_AFR,2020-03-30,8,0,0,0
OWID_AFR,2020-03-31,20,0,0,0
OWID_AFR,2020-04-01,26,0,0,0
OWID_AFR,2020-04-02,34,0,0,0
OWID_AFR,2020-04-03,40,0,0,0
OWID_AFR,2020-04-04,48,0,0,0
OWID_AFR,2020-04-05,48,0,0,0
OWID_AFR,2020-04-06,50,0,0,0
OWID_AFR,2020-04-07,40,0,0,0
OWID_AFR,2020-04-08,46,0,0,0
OWID_AFR,2020-04-09,32,0,0,0
OWID_AFR,2020-04-10,53,0,0,0
OWID_AFR,2020-04-11,65,0,0,0
OWID_AFR,2020-04-12,45,0,0,0
OWID_AFR,2020-04-13,56,0,0,0
OWID_AFR,2020-04-14,51,0,0,0
OWID_AFR,2020-04-15,32,0,0,0
OWID_AFR,2020-04-16,32,0,0,0
OWID_AFR,2020-04-17,51,0,0,0
OWID_AFR,2020-04-18,48,0,0,0
OWID_AFR,2020-04-19,59,0,0,0
OWID_AFR,2020-04-20,40,0,0,0
OWID_AFR,2020-04-21,40,0,0,0
OWID_AFR,2020-04-22,36,0,0,0
OWID_AFR,2020-04-23,42,0,0,0
OWID_AFR,2020-04-24,53,0,0,0
OWID_AFR,2020-04-25,36,0,0,0
OWID_AFR,2020-04-26,39,0,0,0
OWID_AFR,2020-04-27,40,0,0,0
OWID_AFR,2020-04-28,38,0,0,0
OWID_AFR,2020-04-29,47,0,0,0
OWID_AFR,2020-04-30,67,0,0,0
OWID_AFR,2020-05-01,48,0,0,0
OWID_AFR,2020-05-02,62,0,0,0
OWID_AFR,2020-05-03,62,0,0,0
OWID_AFR,2020-05-04,35,0,0,0
OWID_AFR,2020-05-05,96,0,0,0
OWID_AFR,2020-05-06,61,0,0,0
OWID_AFR,2020-05-07,51,0,0,0
OWID_AFR,2020-05-08,66,0,0,0
OWID_AFR,2020-05-09,80,0,0,0
OWID_AFR,2020-05-10,63,0,0,0
OWID_AFR,2020-05-11,61,0,0,0
OWID_AFR,2020-05-12,58,0,0,0
OWID_AFR,2020-05-13,62,0,0,0
OWID_AFR,2020-05-14,72,0,0,0
OWID_AFR,2020-05-15,70,0,0,0
OWID_AFR,2020-05-16,61,0,0,0
OWID_AFR,2020-05-17,72,0,0,0
OWID_AFR,2020-05-18,61,0,0,0
OWID_AFR,2020-05-19,66,0,0,0
OWID_AFR,2020-05-20,70,0,0,0
OWID_AFR,2020-05-21,109,0,0,0
OWID_AFR,2020-05-22,81,0,0,0
OWID_AFR,2020-05-23,82,0,0,0
OWID_AFR,2020-05-24,69,0,0,0
OWID_AFR,2020-05-25,103,0,0,0
OWID_AFR,2020-05-26,131,0,0,0
OWID_AFR,2020-05-27,115,0,0,0
OWID_AFR,2020-05-28,88,0,0,0
OWID_AFR,2020-05-29,89,0,0,0
OWID_AFR,2020-05-30,137,0,0,0
OWID_AFR,2020-05-31,144,0,0,0
OWID_AFR,2020-06-01,149,0,0,0
OWID_AFR,2020-06-02,240,0,0,0
OWID_AFR,2020-06-03,248,0,0,0
OWID_AFR,2020-06-04,186,0,0,0
OWID_AFR,2020-06-05,302,0,0,0
OWID_AFR,2020-06-06,271,0,0,0
OWID_AFR,2020-06-07,282,0,0,0
OWID_AFR,2020-06-08,187,0,0,0
OWID_AFR,2020-06-09,206,0,0,0
OWID_AFR,2020-06-10,259,0,0,0
OWID_AFR,2020-06-11,177,0,0,0
OWID_AFR,2020-06-12,236,0,0,0
OWID_AFR,2020-06-13,270,0,0,0
OWID_AFR,2020-06-14,208,0,0,0
OWID_AFR,2020-06-15,215,0,0,0
OWID_AFR,2020-06-16,303,0,0,0
OWID_AFR,2020-06-17,319,0,0,0
OWID_AFR,2020-06-18,237,0,0,0
OWID_AFR,2020-06-19,349,0,0,0
OWID_AFR,2020-06-20,382,0,0,0
OWID_AFR,2020-06-21,318,0,0,0
OWID_AFR,2020-06-22,393,0,0,0
OWID_AFR,2020-06-23,240,0,0,0
OWID_AFR,2020-06-24,281,0,0,0
OWID_AFR,2020-06-25,375,0,0,0
OWID_AFR,2020-06-26,281,0,0,0
OWID_AFR,2020-06-27,292,0,0,0
OWID_AFR,2020-06-28,332,0,0,0
OWID_AFR,2020-06-29,295,0,0,0
OWID_AFR,2020-06-30,294,0,0,0
OWID_AFR,2020-07-01,337,0,0,0
OWID_AFR,2020-07-02,224,0,0,0
OWID_AFR,2020-07-03,225,0,0,0
OWID_AFR,2020-07-04,257,0,0,0
OWID_AFR,2020-07-05,199,0,0,0
OWID_AFR,2020-07-06,273,0,0,0
OWID_AFR,2020-07-07,260,0,0,0
OWID_AFR,2020-07-08,316,0,0,0
OWID_AFR,2020-07-09,228,0,0,0
OWID_AFR,2020-07-10,252,0,0,0
OWID_AFR,2020-07-11,273,0,0,0
OWID_AFR,2020-07-12,245,0,0,0
OWID_AFR,2020-07-13,272,0,0,0
OWID_AFR,2020-07-14,241,0,0,0
OWID_AFR,2020-07-15,301,0,0,0
OWID_AFR,2020-07-16,261,0,0,0
OWID_AFR,2020-07-17,342,0,0,0
OWID_AFR,2020-07-18,255,0,0,0
OWID_AFR,2020-07-19,283,0,0,0
OWID_AFR,2020-07-20,211,0,0,0
OWID_AFR,2020-07-21,247,0,0,0
OWID_AFR,2020-07-22,317,0,0,0
OWID_AFR,2020-07-23,684,0,0,0
OWID_AFR,2020-07-24,284,0,0,0
OWID_AFR,2020-07-25,369,0,0,0
OWID_AFR,2020-07-26,423,0,0,0
OWID_AFR,2020-07-27,239,0,0,0
OWID_AFR,2020-07-28,407,0,0,0
OWID_AFR,2020-07-29,368,0,0,0
OWID_AFR,2020-07-30,359,0,0,0
OWID_AFR,2020-07-31,452,0,0,0
OWID_AFR,2020-08-01,313,0,0,0
OWID_AFR,2020-08-02,288,0,0,0
OWID_AFR,2020-08-03,347,0,0,0
OWID_AFR,2020-08-04,313,0,0,0
OWID_AFR,2020-08-05,455,0,0,0
OWID_AFR,2020-08-06,541,0,0,0
OWID_AFR,2020-08-07,445,0,0,0
OWID_AFR,2020-08-08,421,0,0,0
OWID_AFR,2020-08-09,416,0,0,0
OWID_AFR,2020-08-10,339,0,0,0
OWID_AFR,2020-08-11,320,0,0,0
OWID_AFR,2020-08-12,260,0,0,0
OWID_AFR,2020-08-13,416,0,0,0
OWID_AFR,2020-08-14,390,0,0,0
OWID_AFR,2020-08-15,407,0,0,0
OWID_AFR,2020-08-16,222,0,0,0
OWID_AFR,2020-08-17,280,0,0,0
OWID_AFR,2020-08-18,245,0,0,0
OWID_AFR,2020-08-19,399,0,0,0
OWID_AFR,2020-08-20,315,0,0,0
OWID_AFR,2020-08-21,324,0,0,0
OWID_AFR,2020-08-22,355,0,0,0
OWID_AFR,2020-08-23,270,0,0,0
OWID_AFR,2020-08-24,174,0,0,0
OWID_AFR,2020-08-25,229,0,0,0
OWID_AFR,2020-08-26,271,0,0,0
OWID_AFR,2020-08-27,312,0,0,0
OWID_AFR,2020-08-28,254,0,0,0
OWID_AFR,2020-08-29,239,0,0,0
OWID_AFR,2020-08-30,326,0,0,0
OWID_AFR,2020-08-31,156,0,0,0
OWID_AFR,2020-09-01,232,0,0,0
OWID_AFR,2020-09-02,238,0,0,0
OWID_AFR,2020-09-03,250,0,0,0
OWID_AFR,2020-09-04,294,0,0,0
OWID_AFR,2020-09-05,241,0,0,0
OWID_AFR,2020-09-06,215,0,0,0
OWID_AFR,2020-09-07,228,0,0,0
OWID_AFR,2020-09-08,217,0,0,0
OWID_AFR,2020-09-09,221,0,0,0
OWID_AFR,2020-09-10,197,0,0,0
OWID_AFR,2020-09-11,213,0,0,0
OWID_AFR,2020-09-12,225,0,0,0
OWID_AFR,2020-09-13,147,0,0,0
OWID_AFR,2020-09-14,128,0,0,0
OWID_AFR,2020-09-15,167,0,0,0
OWID_AFR,2020-09-16,269,0,0,0
OWID_AFR,2020-09-17,179,0,0,0
OWID_AFR,2020-09-18,177,0,0,0
OWID_AFR,2020-09-19,210,0,0,0
OWID_AFR,2020-09-20,185,0,0,0
OWID_AFR,2020-09-21,114,0,0,0
OWID_AFR,2020-09-22,139,0,0,0
OWID_AFR,2020-09-23,236,0,0,0
OWID_AFR,2020-09-24,205,0,0,0
OWID_AFR,2020-09-25,166,0,0,0
OWID_AFR,2020-09-26,155,0,0,0
OWID_AFR,2020-09-27,185,0,0,0
OWID_AFR,2020-09-28,116,0,0,0
OWID_AFR,2020-09-29,299,0,0,0
OWID_AFR,2020-09-30,212,0,0,0
OWID_AFR,2020-10-01,197,0,0,0
OWID_AFR,2020-10-02,239,0,0,0
OWID_AFR,2020-10-03,136,0,0,0
OWID_AFR,2020-10-04,106,0,0,0
OWID_AFR,2020-10-05,175,0,0,0
OWID_AFR,2020-10-06,130,0,0,0
OWID_AFR,2020-10-07,228,0,0,0
OWID_AFR,2020-10-08,235,0,0,0
OWID_AFR,2020-10-09,292,0,0,0
OWID_AFR,2020-10-10,239,0,0,0
OWID_AFR,2020-10-11,157,0,0,0
OWID_AFR,2020-10-12,109,0,0,0
OWID_AFR,2020-10-13,110,0,0,0
OWID_AFR,2020-10-14,163,0,0,0
OWID_AFR,2020-10-15,126,0,0,0
OWID_AFR,2020-10-16,116,0,0,0
OWID_AFR,2020-10-17,144,0,0,0
OWID_AFR,2020-10-18,236,0,0,0
OWID_AFR,2020-10-19,126,0,0,0
OWID_AFR,2020-10-20,174,0,0,0
OWID_AFR,2020-10-21,295,0,0,0
OWID_AFR,2020-10-22,182,0,0,0
OWID_AFR,2020-10-23,182,0,0,0
OWID_AFR,2020-10-24,182,0,0,0
OWID_AFR,2020-10-25,184,0,0,0
OWID_AFR,2020-10-26,202,0,0,0
OWID_AFR,2020-10-27,171,0,0,0
OWID_AFR,2020-10-28,327,0,0,0
OWID_AFR,2020-10-29,152,0,0,0
OWID_AFR,2020-10-30,138,0,0,0
OWID_AFR,2020-10-31,236,0,0,0
OWID_AFR,2020-11-01,207,0,0,0
OWID_AFR,2020-11-02,174,0,0,0
OWID_AFR,2020-11-03,178,0,0,0
OWID_AFR,2020-11-04,259,0,0,0
OWID_AFR,2020-11-05,467,0,0,0
OWID_AFR,2020-11-06,236,0,0,0
OWID_AFR,2020-11-07,356,0,0,0
OWID_AFR,2020-11-08,209,0,0,0
OWID_AFR,2020-11-09,189,0,0,0
OWID_AFR,2020-11-10,270,0,0,0
OWID_AFR,2020-11-11,255,0,0,0
OWID_AFR,2020-11-12,291,0,0,0
OWID_AFR,2020-11-13,219,0,0,0
OWID_AFR,2020-11-14,246,0,0,0
OWID_AFR,2020-11-15,214,0,0,0
OWID_AFR,2020-11-16,307,0,0,0
OWID_AFR,2020-11-17,218,0,0,0
OWID_AFR,2020-11-18,213,0,0,0
OWID_AFR,2020-11-19,292,0,0,0
OWID_AFR,2020-11-20,262,0,0,0
OWID_AFR,2020-11-21,336,0,0,0
OWID_AFR,2020-11-22,243,0,0,0
OWID_AFR,2020-11-23,290,0,0,0
OWID_AFR,2020-11-24,275,0,0,0
OWID_AFR,2020-11-25,367,0,0,0
OWID_AFR,2020-11-26,287,0,0,0
OWID_AFR,2020-11-27,306,0,0,0
OWID_AFR,2020-11-28,322,0,0,0
OWID_AFR,2020-11-29,227,0,0,0
OWID_AFR,2020-11-30,234,0,0,0
OWID_AFR,2020-12-01,264,0,0,0
OWID_AFR,2020-12-02,308,0,0,0
OWID_AFR,2020-12-03,282,0,0,0
OWID_AFR,2020-12-04,323,0,0,0
OWID_AFR,2020-12-05,380,0,0,0
OWID_AFR,2020-12-06,270,0,0,0
OWID_AFR,2020-12-07,316,0,0,0
ALB,2020-03-14,0,0,0,0
ALB,2020-03-15,0,0,0,0
ALB,2020-03-16,0,0,0,0
ALB,2020-03-17,0,0,0,0
ALB,2020-03-18,0,0,0,0
ALB,2020-03-19,0,0,0,0
ALB,2020-03-20,1,0,0,0
ALB,2020-03-21,0,0,0,0
ALB,2020-03-22,0,0,0,0
ALB,2020-03-23,0,0,0,0
ALB,2020-03-24,1,0,0,0
ALB,2020-03-25,1,0,0,0
ALB,2020-03-26,1,0,0,0
ALB,2020-03-27,0,0,0,0
ALB,2020-03-28,1,0,0,0
ALB,2020-03-29,2,0,0,0
ALB,2020-03-30,2,0,0,0
ALB,2020-03-31,0,0,0,0
ALB,2020-04-01,1,0,0,0
ALB,2020-04-02,2,0,0,0
ALB,2020-04-03,2,0,0,0
ALB,2020-04-04,1,0,0,0
ALB,2020-04-05,1,0,0,0
ALB,2020-04-06,1,0,0,0
ALB,2020-04-07,2,0,0,0
ALB,2020-04-08,1,0,0,0
ALB,2020-04-09,1,0,0,0
ALB,2020-04-10,0,0,0,0
ALB,2020-04-11,0,0,0,0
ALB,2020-04-12,1,0,0,0
ALB,2020-04-13,0,0,0,0
ALB,2020-04-14,0,0,0,0
ALB,2020-04-15,0,0,0,0
ALB,2020-04-16,1,0,0,0
ALB,2020-04-17,1,0,0,0
ALB,2020-04-18,1,0,0,0
ALB,2020-04-19,0,0,0,0
ALB,2020-04-20,0,0,0,0
ALB,2020-04-21,0,0,0,0
ALB,2020-04-22,0,0,0,0
ALB,2020-04-23,0,0,0,0
ALB,2020-04-24,1,0,0,0
ALB,2020-04-25,0,0,0,0
ALB,2020-04-26,0,0,0,0
ALB,2020-04-27,0,0,0,0
ALB,2020-04-28,1,0,0,0
ALB,2020-04-29,0,0,0,0
ALB,2020-04-30,2,0,0,0
ALB,2020-05-01,0,0,0,0
ALB,2020-05-02,1,0,0,0
ALB,2020-05-03,0,0,0,0
ALB,2020-05-04,0,0,0,0
ALB,2020-05-05,0,0,0,0
ALB,2020-05-06,0,0,0,0
ALB,2020-05-07,0,0,0,0
ALB,2020-05-08,0,0,0,0
ALB,2020-05-09,0,0,0,0
ALB,2020-05-10,0,0,0,0
ALB,2020-05-11,0,0,0,0
ALB,2020-05-12,0,0,0,0
ALB,2020-05-13,0,0,0,0
ALB,2020-05-14,0,0,0,0
ALB,2020-05-15,0,0,0,0
ALB,2020-05-16,0,0,0,0
ALB,2020-05-17,0,0,0,0
ALB,2020-05-18,0,0,0,0
ALB,2020-05-19,0,0,0,0
ALB,2020-05-20,0,0,0,0
ALB,2020-05-21,0,0,0,0
ALB,2020-05-22,0,0,0,0
ALB,2020-05-23,0,0,0,0
ALB,2020-05-24,0,0,0,0
ALB,2020-05-25,0,0,0,0
ALB,2020-05-26,1,0,0,0
ALB,2020-05-27,0,0,0,0
ALB,2020-05-28,1,0,0,0
ALB,2020-05-29,0,0,0,0
ALB,2020-05-30,0,0,0,0
ALB,2020-05-31,0,0,0,0
ALB,2020-06-01,0,0,0,0
ALB,2020-06-02,0,0,0,0
ALB,2020-06-03,0,0,0,0
ALB,2020-06-04,0,0,0,0
ALB,2020-06-05,0,0,0,0
ALB,2020-06-06,0,0,0,0
ALB,2020-06-07,0,0,0,0
ALB,2020-06-08,1,0,0,0
ALB,2020-06-09,0,0,0,0
ALB,2020-06-10,0,0,0,0
ALB,2020-06-11,0,0,0,0
ALB,2020-06-12,0,0,0,0
ALB,2020-06-13,1,0,0,0
ALB,2020-06-14,1,0,0,0
ALB,2020-06-15,0,0,0,0
ALB,2020-06-16,0,0,0,0
ALB,2020-06-17,0,0,0,0
ALB,2020-06-18,1,0,0,0
ALB,2020-06-19,1,0,0,0
ALB,2020-06-20,1,0,0,0
ALB,2020-06-21,3,0,0,0
ALB,2020-06-22,1,0,0,0
ALB,2020-06-23,1,0,0,0
ALB,2020-06-24,0,0,0,0
ALB,2020-06-25,1,0,0,0
ALB,2020-06-26,2,0,0,0
ALB,2020-06-27,2,0,0,0
ALB,2020-06-28,2,0,0,0
ALB,2020-06-29,2,0,0,0
ALB,2020-06-30,2,0,0,0
ALB,2020-07-01,3,0,0,0
ALB,2020-07-02,4,0,0,0
ALB,2020-07-03,3,0,0,0
ALB,2020-07-04,4,0,0,0
ALB,2020-07-05,3,0,0,0
ALB,2020-07-06,2,0,0,0
ALB,2020-07-07,2,0,0,0
ALB,2020-07-08,3,0,0,0
ALB,2020-07-09,2,0,0,0
ALB,2020-07-10,2,0,0,0
ALB,2020-07-11,0,0,0,0
ALB,2020-07-12,2,0,0,0
ALB,2020-07-13,4,0,0,0
ALB,2020-07-14,4,0,0,0
ALB,2020-07-15,2,0,0,0
ALB,2020-07-16,2,0,0,0
ALB,2020-07-17,4,0,0,0
ALB,2020-07-18,3,0,0,0
ALB,2020-07-19,3,0,0,0
ALB,2020-07-20,4,0,0,0
ALB,2020-07-21,1,0,0,0
ALB,2020-07-22,1,0,0,0
ALB,2020-07-23,4,0,0,0
ALB,2020-07-24,3,0,0,0
ALB,2020-07-25,3,0,0,0
ALB,2020-07-26,5,0,0,0
ALB,2020-07-27,6,0,0,0
ALB,2020-07-28,4,0,0,0
