coduf,continente,regiao,data,casosAcumulado,obitosAcumulado,obitosNovos,casosAcumuladoMilhao,obitosNovosMilhao,totalVacinacoes,pessoasVacinadas,novasVacinacoes
AFG,Asia,Afghanistan,2021-01-19,54141,2346,3,1316,0,0,0,0
AFG,Asia,Afghanistan,2021-01-20,54278,2354,8,1319,0,0,0,0
AFG,Asia,Afghanistan,2021-01-21,54403,2363,9,1322,0,0,0,0
AFG,Asia,Afghanistan,2021-01-22,54483,2370,7,1324,0,0,0,0
AFG,Asia,Afghanistan,2021-01-23,54559,2373,3,1326,0,0,0,0
AFG,Asia,Afghanistan,2021-01-24,54595,2378,5,1327,0,0,0,0
AFG,Asia,Afghanistan,2021-01-25,54672,2385,7,1329,0,0,0,0
AFG,Asia,Afghanistan,2021-01-26,54750,2389,4,1331,0,0,0,0
AFG,Asia,Afghanistan,2021-01-27,54854,2389,0,1333,0,0,0,0
AFG,Asia,Afghanistan,2021-01-28,54891,2397,8,1334,0,0,0,0
AFG,Asia,Afghanistan,2021-01-29,54939,2399,2,1335,0,0,0,0
AFG,Asia,Afghanistan,2021-01-30,55008,2400,1,1337,0,0,0,0
AFG,Asia,Afghanistan,2021-01-31,55023,2400,0,1337,0,0,0,0
AFG,Asia,Afghanistan,2021-02-01,55059,2404,4,1338,0,0,0,0
AFG,Asia,Afghanistan,2021-02-02,55121,2405,1,1340,0,0,0,0
AFG,Asia,Afghanistan,2021-02-03,55174,2406,1,1341,0,0,0,0
AFG,Asia,Afghanistan,2021-02-04,55231,2407,1,1342,0,0,0,0
AFG,Asia,Afghanistan,2021-02-05,55265,2407,0,1343,0,0,0,0
AFG,Asia,Afghanistan,2021-02-06,55330,2408,1,1345,0,0,0,0
AFG,Asia,Afghanistan,2021-02-07,55335,2410,2,1345,0,0,0,0
AFG,Asia,Afghanistan,2021-02-08,55359,2413,3,1345,0,0,0,0
AFG,Asia,Afghanistan,2021-02-09,55384,2414,1,1346,0,0,0,0
AFG,Asia,Afghanistan,2021-02-10,55402,2418,4,1347,0,0,0,0
AFG,Asia,Afghanistan,2021-02-11,55420,2419,1,1347,0,0,0,0
AFG,Asia,Afghanistan,2021-02-12,55445,2424,5,1348,0,0,0,0
AFG,Asia,Afghanistan,2021-02-13,55473,2427,3,1348,0,0,0,0
AFG,Asia,Afghanistan,2021-02-14,55492,2427,0,1349,0,0,0,0
AFG,Asia,Afghanistan,2021-02-15,55514,2427,0,1349,0,0,0,0
AFG,Asia,Afghanistan,2021-02-16,55518,2428,1,1349,0,0,0,0
AFG,Asia,Afghanistan,2021-02-17,55540,2428,0,1350,0,0,0,0
AFG,Asia,Afghanistan,2021-02-18,55557,2430,2,1350,0,0,0,0
AFG,Asia,Afghanistan,2021-02-19,55575,2430,0,1351,0,0,0,0
AFG,Asia,Afghanistan,2021-02-20,55580,2430,0,1351,0,0,0,0
AFG,Asia,Afghanistan,2021-02-21,55604,2432,2,1351,0,0,0,0
AFG,Asia,Afghanistan,2021-02-22,55617,2433,1,1352,0,0,0,0
AFG,Asia,Afghanistan,2021-02-23,55646,2435,2,1352,0,0,0,0
AFG,Asia,Afghanistan,2021-02-24,55664,2436,1,1353,0,0,0,0
AFG,Asia,Afghanistan,2021-02-25,55680,2438,2,1353,0,0,0,0
AFG,Asia,Afghanistan,2021-02-26,55696,2442,4,1354,0,0,0,0
AFG,Asia,Afghanistan,2021-02-27,55707,2443,1,1354,0,0,0,0
OWID_AFR,,Africa,2021-01-19,3306197,79964,740,2317,0,10976,10976,1325
OWID_AFR,,Africa,2021-01-20,3330187,81160,1196,2334,0,13163,13163,2187
OWID_AFR,,Africa,2021-01-21,3360249,82103,943,2355,0,13163,13163,1864
OWID_AFR,,Africa,2021-01-22,3387112,83109,1006,2374,0,16890,16890,1864
OWID_AFR,,Africa,2021-01-23,3414744,84095,986,2393,0,18353,18353,1463
OWID_AFR,,Africa,2021-01-24,3442457,84887,792,2412,0,18353,18353,768
OWID_AFR,,Africa,2021-01-25,3461607,85529,642,2426,0,19889,19889,987
OWID_AFR,,Africa,2021-01-26,3477282,86152,623,2437,0,22712,22712,3072
OWID_AFR,,Africa,2021-01-27,3497345,87164,1012,2451,0,25587,25587,3124
OWID_AFR,,Africa,2021-01-28,3519663,88303,1139,2466,0,28779,28779,3441
OWID_AFR,,Africa,2021-01-29,3539554,89191,888,2480,0,30861,30861,47331
OWID_AFR,,Africa,2021-01-30,3560275,90041,850,2495,0,122206,32206,46685
OWID_AFR,,Africa,2021-01-31,3577719,90631,590,2507,0,158206,32206,44099
OWID_AFR,,Africa,2021-02-01,3592521,91151,520,2517,0,236712,36631,82180
OWID_AFR,,Africa,2021-02-02,3605244,91670,519,2526,0,295127,37836,65305
OWID_AFR,,Africa,2021-02-03,3620573,92532,862,2537,0,347149,38746,58805
OWID_AFR,,Africa,2021-02-04,3636476,93254,722,2548,0,390474,38746,50984
OWID_AFR,,Africa,2021-02-05,3652905,93799,545,2560,0,446986,38746,64171
OWID_AFR,,Africa,2021-02-06,3672158,94375,576,2573,0,504800,39248,63390
OWID_AFR,,Africa,2021-02-07,3685366,94916,541,2583,0,504800,39248,51317
OWID_AFR,,Africa,2021-02-08,3696902,95273,357,2591,0,593502,39373,51317
OWID_AFR,,Africa,2021-02-09,3707064,95713,440,2598,0,661263,39382,74726
OWID_AFR,,Africa,2021-02-10,3719325,96431,718,2606,0,795836,39385,141538
OWID_AFR,,Africa,2021-02-11,3733393,96979,548,2616,0,908796,39611,119925
OWID_AFR,,Africa,2021-02-12,3747404,97510,531,2626,0,1165581,39611,265830
OWID_AFR,,Africa,2021-02-13,3760816,98061,551,2635,0,1446178,43458,285481
OWID_AFR,,Africa,2021-02-14,3772253,98407,346,2643,0,1446178,43458,167375
OWID_AFR,,Africa,2021-02-15,3782960,98706,299,2651,0,1766999,43467,167375
OWID_AFR,,Africa,2021-02-16,3791711,99157,451,2657,0,1965819,43474,209955
OWID_AFR,,Africa,2021-02-17,3802298,99616,459,2665,0,2147659,47134,190469
OWID_AFR,,Africa,2021-02-18,3815077,100031,415,2673,0,2304003,50215,169325
OWID_AFR,,Africa,2021-02-19,3827208,100505,474,2682,0,2514038,2487572,149640
OWID_AFR,,Africa,2021-02-20,3839883,100903,398,2691,0,2616970,2581895,136386
OWID_AFR,,Africa,2021-02-21,3849558,101195,292,2698,0,2623735,2588660,95674
OWID_AFR,,Africa,2021-02-22,3859017,101537,342,2704,0,2745898,2700632,101548
OWID_AFR,,Africa,2021-02-23,3869727,101834,297,2712,0,2854362,2799750,137376
OWID_AFR,,Africa,2021-02-24,3878839,102312,478,2718,0,3151789,3091099,332462
OWID_AFR,,Africa,2021-02-25,3892193,102671,359,2728,0,3435126,3367981,313844
OWID_AFR,,Africa,2021-02-26,3902601,103003,332,2735,0,3677781,3557825,277597
OWID_AFR,,Africa,2021-02-27,3915289,103347,344,2744,0,3866524,3681069,219343
ALB,Europe,Albania,2021-01-19,67690,1277,7,23815,2,483,483,36
ALB,Europe,Albania,2021-01-20,67982,1281,4,23917,1,519,519,36
ALB,Europe,Albania,2021-01-21,68568,1287,6,24123,2,549,549,30
ALB,Europe,Albania,2021-01-22,69238,1291,4,24359,1,0,0,0
ALB,Europe,Albania,2021-01-23,69916,1296,5,24598,1,0,0,0
ALB,Europe,Albania,2021-01-24,70655,1303,7,24858,2,0,0,0
ALB,Europe,Albania,2021-01-25,71441,1310,7,25134,2,0,0,0
ALB,Europe,Albania,2021-01-26,72274,1315,5,25427,1,0,0,0
ALB,Europe,Albania,2021-01-27,72812,1324,9,25617,3,0,0,0
ALB,Europe,Albania,2021-01-28,73691,1332,8,25926,2,0,0,0
ALB,Europe,Albania,2021-01-29,74567,1339,7,26234,2,0,0,0
ALB,Europe,Albania,2021-01-30,75454,1350,11,26546,3,0,0,0
ALB,Europe,Albania,2021-01-31,76350,1358,8,26861,2,0,0,0
ALB,Europe,Albania,2021-02-01,77251,1369,11,27178,3,0,0,0
ALB,Europe,Albania,2021-02-02,78127,1380,11,27487,3,550,549,0
ALB,Europe,Albania,2021-02-03,78992,1393,13,27791,4,0,0,0
ALB,Europe,Albania,2021-02-04,79934,1398,5,28122,1,0,0,0
ALB,Europe,Albania,2021-02-05,80941,1404,6,28477,2,0,0,0
ALB,Europe,Albania,2021-02-06,81993,1418,14,28847,4,0,0,0
ALB,Europe,Albania,2021-02-07,83082,1433,15,29230,5,0,0,0
ALB,Europe,Albania,2021-02-08,84212,1446,13,29627,4,0,0,0
ALB,Europe,Albania,2021-02-09,85336,1460,14,30023,4,1127,689,0
ALB,Europe,Albania,2021-02-10,86289,1472,12,30358,4,0,0,0
ALB,Europe,Albania,2021-02-11,87528,1488,16,30794,5,0,0,0
ALB,Europe,Albania,2021-02-12,88671,1503,15,31196,5,0,0,0
ALB,Europe,Albania,2021-02-13,89776,1517,14,31585,4,0,0,0
ALB,Europe,Albania,2021-02-14,90835,1531,14,31958,4,0,0,0
ALB,Europe,Albania,2021-02-15,91987,1543,12,32363,4,0,0,0
ALB,Europe,Albania,2021-02-16,93075,1555,12,32746,4,0,0,0
ALB,Europe,Albania,2021-02-17,93850,1567,12,33018,4,1701,1090,0
ALB,Europe,Albania,2021-02-18,94651,1582,15,33300,5,3049,2438,1348
ALB,Europe,Albania,2021-02-19,95726,1600,18,33678,6,4177,0,1128
ALB,Europe,Albania,2021-02-20,96838,1617,17,34070,5,0,0,0
ALB,Europe,Albania,2021-02-21,97909,1636,19,34446,6,0,0,0
ALB,Europe,Albania,2021-02-22,99062,1653,17,34852,5,6728,6073,0
ALB,Europe,Albania,2021-02-23,100246,1666,13,35269,4,0,0,0
ALB,Europe,Albania,2021-02-24,101285,1681,15,35634,5,0,0,0
ALB,Europe,Albania,2021-02-25,102306,1696,15,35993,5,10135,0,0
ALB,Europe,Albania,2021-02-26,103327,1715,19,36353,6,0,0,0
ALB,Europe,Albania,2021-02-27,104313,1736,21,36699,7,0,0,0
DZA,Africa,Algeria,2021-01-19,104092,2845,4,2318,0,0,0,0
DZA,Africa,Algeria,2021-01-20,104341,2848,3,2323,0,0,0,0
DZA,Africa,Algeria,2021-01-21,104606,2854,6,2329,0,0,0,0
DZA,Africa,Algeria,2021-01-22,104852,2854,0,2335,0,0,0,0
DZA,Africa,Algeria,2021-01-23,105124,2856,2,2341,0,0,0,0
DZA,Africa,Algeria,2021-01-24,105369,2861,5,2346,0,0,0,0
DZA,Africa,Algeria,2021-01-25,105596,2863,2,2351,0,0,0,0
DZA,Africa,Algeria,2021-01-26,105854,2866,3,2357,0,0,0,0
DZA,Africa,Algeria,2021-01-27,106097,2871,5,2362,0,0,0,0
DZA,Africa,Algeria,2021-01-28,106359,2877,6,2368,0,0,0,0
DZA,Africa,Algeria,2021-01-29,106610,2881,4,2374,0,0,0,0
DZA,Africa,Algeria,2021-01-30,106887,2884,3,2380,0,30,30,30
DZA,Africa,Algeria,2021-01-31,107122,2888,4,2385,0,0,0,0
DZA,Africa,Algeria,2021-02-01,107339,2891,3,2390,0,0,0,0
DZA,Africa,Algeria,2021-02-02,107578,2894,3,2395,0,0,0,0
DZA,Africa,Algeria,2021-02-03,107841,2898,4,2401,0,0,0,0
DZA,Africa,Algeria,2021-02-04,108116,2900,2,2407,0,0,0,0
DZA,Africa,Algeria,2021-02-05,108381,2904,4,2413,0,0,0,0
DZA,Africa,Algeria,2021-02-06,108629,2909,5,2419,0,0,0,0
DZA,Africa,Algeria,2021-02-07,108852,2911,2,2424,0,0,0,0
DZA,Africa,Algeria,2021-02-08,109088,2914,3,2429,0,0,0,0
DZA,Africa,Algeria,2021-02-09,109313,2918,4,2434,0,0,0,0
DZA,Africa,Algeria,2021-02-10,109559,2924,6,2439,0,0,0,0
DZA,Africa,Algeria,2021-02-11,109782,2926,2,2444,0,0,0,0
DZA,Africa,Algeria,2021-02-12,110049,2930,4,2450,0,0,0,0
DZA,Africa,Algeria,2021-02-13,110303,2932,2,2456,0,0,0,0
DZA,Africa,Algeria,2021-02-14,110513,2935,3,2461,0,0,0,0
DZA,Africa,Algeria,2021-02-15,110711,2939,4,2465,0,0,0,0
DZA,Africa,Algeria,2021-02-16,110894,2943,4,2469,0,0,0,0
DZA,Africa,Algeria,2021-02-17,111069,2945,2,2473,0,0,0,0
DZA,Africa,Algeria,2021-02-18,111247,2947,2,2477,0,0,0,0
DZA,Africa,Algeria,2021-02-19,111418,2950,3,2481,0,75000,75000,0
DZA,Africa,Algeria,2021-02-20,111600,2954,4,2485,0,0,0,0
DZA,Africa,Algeria,2021-02-21,111764,2958,4,2488,0,0,0,0
DZA,Africa,Algeria,2021-02-22,111917,2961,3,2492,0,0,0,0
DZA,Africa,Algeria,2021-02-23,112094,2964,3,2496,0,0,0,0
DZA,Africa,Algeria,2021-02-24,112279,2967,3,2500,0,0,0,0
DZA,Africa,Algeria,2021-02-25,112461,2970,3,2504,0,0,0,0
DZA,Africa,Algeria,2021-02-26,112622,2973,3,2508,0,0,0,0
DZA,Africa,Algeria,2021-02-27,112805,2977,4,2512,0,0,0,0
ASM,Oceania,American Samoa,2021-01-19,0,0,0,0,0,0,0,0
ASM,Oceania,American Samoa,2021-01-20,0,0,0,0,0,0,0,0
ASM,Oceania,American Samoa,2021-01-21,0,0,0,0,0,0,0,0
ASM,Oceania,American Samoa,2021-01-22,0,0,0,0,0,0,0,0
ASM,Oceania,American Samoa,2021-01-23,0,0,0,0,0,0,0,0
ASM,Oceania,American Samoa,2021-01-24,0,0,0,0,0,0,0,0
ASM,Oceania,American Samoa,2021-01-25,0,0,0,0,0,0,0,0
ASM,Oceania,American Samoa,2021-01-26,0,0,0,0,0,0,0,0
ASM,Oceania,American Samoa,2021-01-27,0,0,0,0,0,0,0,0
ASM,Oceania,American Samoa,2021-01-28,0,0,0,0,0,0,0,0
ASM,Oceania,American Samoa,2021-01-29,0,0,0,0,0,0,0,0
ASM,Oceania,American Samoa,2021-01-30,0,0,0,0,0,0,0,0
ASM,Oceania,American Samoa,2021-01-31,0,0,0,0,0,0,0,0
ASM,Oceania,American Samoa,2021-02-01,0,0,0,0,0,0,0,0
ASM,Oceania,American Samoa,2021-02-02,0,0,0,0,0,0,0,0
ASM,Oceania,American Samoa,2021-02-03,0,0,0,0,0,0,0,0
ASM,Oceania,American Samoa,2021-02-04,0,0,0,0,0,0,0,0
ASM,Oceania,American Samoa,2021-02-05,0,0,0,0,0,0,0,0
ASM,Oceania,American Samoa,2021-02-06,0,0,0,0,0,0,0,0
ASM,Oceania,American Samoa,2021-02-07,0,0,0,0,0,0,0,0
ASM,Oceania,American Samoa,2021-02-08,0,0,0,0,0,0,0,0
ASM,Oceania,American Samoa,2021-02-09,0,0,0,0,0,0,0,0
ASM,Oceania,American Samoa,2021-02-10,0,0,0,0,0,0,0,0
ASM,Oceania,American Samoa,2021-02-11,0,0,0,0,0,0,0,0
ASM,Oceania,American Samoa,2021-02-12,0,0,0,0,0,0,0,0
ASM,Oceania,American Samoa,2021-02-13,0,0,0,0,0,0,0,0
ASM,Oceania,American Samoa,2021-02-14,0,0,0,0,0,0,0,0
ASM,Oceania,American Samoa,2021-02-15,0,0,0,0,0,0,0,0
ASM,Oceania,American Samoa,2021-02-16,0,0,0,0,0,0,0,0
ASM,Oceania,American Samoa,2021-02-17,0,0,0,0,0,0,0,0
ASM,Oceania,American Samoa,2021-02-18,0,0,0,0,0,0,0,0
ASM,Oceania,American Samoa,2021-02-19,0,0,0,0,0,0,0,0
ASM,Oceania,American Samoa,2021-02-20,0,0,0,0,0,0,0,0
ASM,Oceania,American Samoa,2021-02-21,0,0,0,0,0,0,0,0
ASM,Oceania,American Samoa,2021-02-22,0,0,0,0,0,0,0,0
ASM,Oceania,American Samoa,2021-02-23,0,0,0,0,0,0,0,0
ASM,Oceania,American Samoa,2021-02-24,0,0,0,0,0,0,0,0
ASM,Oceania,American Samoa,2021-02-25,0,0,0,0,0,0,0,0
ASM,Oceania,American Samoa,2021-02-26,0,0,0,0,0,0,0,0
ASM,Oceania,American Samoa,2021-02-27,0,0,0,0,0,0,0,0
AND,Europe,Andorra,2021-01-19,9083,91,0,113760,0,0,0,0
AND,Europe,Andorra,2021-01-20,9194,92,1,115150,12,0,0,0
AND,Europe,Andorra,2021-01-21,9308,92,0,116578,0,0,0,0
AND,Europe,Andorra,2021-01-22,9379,93,1,117468,12,0,0,0
AND,Europe,Andorra,2021-01-23,9416,93,0,117931,0,0,0,0
AND,Europe,Andorra,2021-01-24,9499,96,3,118970,37,0,0,0
AND,Europe,Andorra,2021-01-25,9549,96,0,119597,0,576,576,0
AND,Europe,Andorra,2021-01-26,9596,97,1,120185,12,0,0,0
AND,Europe,Andorra,2021-01-27,9638,97,0,120711,0,0,0,0
AND,Europe,Andorra,2021-01-28,9716,98,1,121688,12,0,0,0
AND,Europe,Andorra,2021-01-29,9779,100,2,122477,25,0,0,0
AND,Europe,Andorra,2021-01-30,9837,100,0,123204,0,0,0,0
AND,Europe,Andorra,2021-01-31,9885,101,1,123805,12,0,0,0
AND,Europe,Andorra,2021-02-01,9937,101,0,124456,0,1036,1036,0
AND,Europe,Andorra,2021-02-02,9972,101,0,124895,0,0,0,0
AND,Europe,Andorra,2021-02-03,10017,102,1,125458,12,0,0,0
AND,Europe,Andorra,2021-02-04,10070,103,1,126122,12,0,0,0
AND,Europe,Andorra,2021-02-05,10137,103,0,126961,0,0,0,0
AND,Europe,Andorra,2021-02-06,10172,104,1,127400,12,0,0,0
AND,Europe,Andorra,2021-02-07,10206,105,1,127825,12,0,0,0
AND,Europe,Andorra,2021-02-08,10251,106,1,128389,12,0,0,0
AND,Europe,Andorra,2021-02-09,10275,106,0,128690,0,0,0,0
AND,Europe,Andorra,2021-02-10,10312,106,0,129153,0,1291,1291,0
AND,Europe,Andorra,2021-02-11,10352,106,0,129654,0,0,0,0
AND,Europe,Andorra,2021-02-12,10391,106,0,130142,0,1622,1622,0
AND,Europe,Andorra,2021-02-13,10427,106,0,130593,0,0,0,0
AND,Europe,Andorra,2021-02-14,10463,107,1,131044,12,0,0,0
AND,Europe,Andorra,2021-02-15,10503,107,0,131545,0,0,0,0
AND,Europe,Andorra,2021-02-16,10538,107,0,131984,0,0,0,0
AND,Europe,Andorra,2021-02-17,10555,107,0,132196,0,0,0,0
AND,Europe,Andorra,2021-02-18,10583,107,0,132547,0,0,0,0
AND,Europe,Andorra,2021-02-19,10610,107,0,132885,0,2141,2141,0
AND,Europe,Andorra,2021-02-20,10645,107,0,133324,0,0,0,0
AND,Europe,Andorra,2021-02-21,10672,107,0,133662,0,0,0,0
AND,Europe,Andorra,2021-02-22,10699,107,0,134000,0,0,0,0
AND,Europe,Andorra,2021-02-23,10712,109,2,134163,25,0,0,0
AND,Europe,Andorra,2021-02-24,10739,110,1,134501,12,2390,2390,0
AND,Europe,Andorra,2021-02-25,10775,110,0,134952,0,0,0,0
AND,Europe,Andorra,2021-02-26,10799,110,0,135252,0,2526,0,0
AND,Europe,Andorra,2021-02-27,10822,110,0,135540,0,0,0,0
AGO,Africa,Angola,2021-01-19,18926,439,3,531,0,0,0,0
AGO,Africa,Angola,2021-01-20,19011,442,3,534,0,0,0,0
AGO,Africa,Angola,2021-01-21,19093,444,2,536,0,0,0,0
AGO,Africa,Angola,2021-01-22,19177,448,4,538,0,0,0,0
AGO,Africa,Angola,2021-01-23,19269,452,4,541,0,0,0,0
AGO,Africa,Angola,2021-01-24,19367,457,5,544,0,0,0,0
AGO,Africa,Angola,2021-01-25,19399,459,2,545,0,0,0,0
AGO,Africa,Angola,2021-01-26,19476,461,2,547,0,0,0,0
AGO,Africa,Angola,2021-01-27,19553,462,1,549,0,0,0,0
AGO,Africa,Angola,2021-01-28,19580,462,0,550,0,0,0,0
AGO,Africa,Angola,2021-01-29,19672,464,2,552,0,0,0,0
AGO,Africa,Angola,2021-01-30,19723,464,0,554,0,0,0,0
AGO,Africa,Angola,2021-01-31,19782,464,0,555,0,0,0,0
AGO,Africa,Angola,2021-02-01,19796,466,2,556,0,0,0,0
AGO,Africa,Angola,2021-02-02,19829,466,0,557,0,0,0,0
AGO,Africa,Angola,2021-02-03,19900,468,2,559,0,0,0,0
AGO,Africa,Angola,2021-02-04,19937,470,2,560,0,0,0,0
AGO,Africa,Angola,2021-02-05,19996,473,3,561,0,0,0,0
AGO,Africa,Angola,2021-02-06,20030,474,1,562,0,0,0,0
AGO,Africa,Angola,2021-02-07,20062,475,1,563,0,0,0,0
AGO,Africa,Angola,2021-02-08,20086,475,0,564,0,0,0,0
AGO,Africa,Angola,2021-02-09,20112,475,0,565,0,0,0,0
AGO,Africa,Angola,2021-02-10,20163,478,3,566,0,0,0,0
AGO,Africa,Angola,2021-02-11,20210,487,9,567,0,0,0,0
AGO,Africa,Angola,2021-02-12,20261,487,0,569,0,0,0,0
AGO,Africa,Angola,2021-02-13,20294,490,3,570,0,0,0,0
AGO,Africa,Angola,2021-02-14,20329,491,1,571,0,0,0,0
AGO,Africa,Angola,2021-02-15,20366,492,1,572,0,0,0,0
AGO,Africa,Angola,2021-02-16,20381,493,1,572,0,0,0,0
AGO,Africa,Angola,2021-02-17,20389,494,1,572,0,0,0,0
AGO,Africa,Angola,2021-02-18,20400,496,2,573,0,0,0,0
AGO,Africa,Angola,2021-02-19,20452,498,2,574,0,0,0,0
AGO,Africa,Angola,2021-02-20,20478,498,0,575,0,0,0,0
AGO,Africa,Angola,2021-02-21,20499,498,0,575,0,0,0,0
AGO,Africa,Angola,2021-02-22,20519,499,1,576,0,0,0,0
AGO,Africa,Angola,2021-02-23,20548,499,0,577,0,0,0,0
AGO,Africa,Angola,2021-02-24,20584,500,1,578,0,0,0,0
AGO,Africa,Angola,2021-02-25,20640,501,1,579,0,0,0,0
AGO,Africa,Angola,2021-02-26,20695,502,1,581,0,0,0,0
AGO,Africa,Angola,2021-02-27,20759,504,2,583,0,0,0,0
AIA,North America,Anguilla,2021-01-19,15,0,0,944,0,0,0,0
AIA,North America,Anguilla,2021-01-20,15,0,0,944,0,0,0,0
AIA,North America,Anguilla,2021-01-21,15,0,0,944,0,0,0,0
AIA,North America,Anguilla,2021-01-22,15,0,0,944,0,0,0,0
AIA,North America,Anguilla,2021-01-23,15,0,0,944,0,0,0,0
AIA,North America,Anguilla,2021-01-24,15,0,0,944,0,0,0,0
AIA,North America,Anguilla,2021-01-25,15,0,0,944,0,0,0,0
AIA,North America,Anguilla,2021-01-26,16,0,0,1007,0,0,0,0
AIA,North America,Anguilla,2021-01-27,16,0,0,1007,0,0,0,0
AIA,North America,Anguilla,2021-01-28,16,0,0,1007,0,0,0,0
AIA,North America,Anguilla,2021-01-29,16,0,0,1007,0,0,0,0
AIA,North America,Anguilla,2021-01-30,16,0,0,1007,0,0,0,0
AIA,North America,Anguilla,2021-01-31,17,0,0,1070,0,0,0,0
AIA,North America,Anguilla,2021-02-01,17,0,0,1070,0,0,0,0
AIA,North America,Anguilla,2021-02-02,17,0,0,1070,0,0,0,0
AIA,North America,Anguilla,2021-02-03,17,0,0,1070,0,0,0,0
AIA,North America,Anguilla,2021-02-04,17,0,0,1070,0,0,0,0
AIA,North America,Anguilla,2021-02-05,17,0,0,1070,0,0,0,0
AIA,North America,Anguilla,2021-02-06,17,0,0,1070,0,0,0,0
AIA,North America,Anguilla,2021-02-07,17,0,0,1070,0,0,0,0
AIA,North America,Anguilla,2021-02-08,17,0,0,1070,0,0,0,0
AIA,North America,Anguilla,2021-02-09,17,0,0,1070,0,0,0,0
AIA,North America,Anguilla,2021-02-10,18,0,0,1133,0,0,0,0
AIA,North America,Anguilla,2021-02-11,18,0,0,1133,0,0,0,0
AIA,North America,Anguilla,2021-02-12,18,0,0,1133,0,0,0,0
AIA,North America,Anguilla,2021-02-13,18,0,0,1133,0,1341,1341,0
AIA,North America,Anguilla,2021-02-14,18,0,0,1133,0,2762,2762,1421
AIA,North America,Anguilla,2021-02-15,18,0,0,1133,0,0,0,0
AIA,North America,Anguilla,2021-02-16,18,0,0,1133,0,0,0,0
AIA,North America,Anguilla,2021-02-17,18,0,0,1133,0,0,0,0
AIA,North America,Anguilla,2021-02-18,18,0,0,1133,0,0,0,0
AIA,North America,Anguilla,2021-02-19,18,0,0,1133,0,0,0,0
AIA,North America,Anguilla,2021-02-20,18,0,0,1133,0,0,0,0
AIA,North America,Anguilla,2021-02-21,18,0,0,1133,0,0,0,0
AIA,North America,Anguilla,2021-02-22,18,0,0,1133,0,0,0,0
AIA,North America,Anguilla,2021-02-23,18,0,0,1133,0,0,0,0
AIA,North America,Anguilla,2021-02-24,18,0,0,1133,0,0,0,0
AIA,North America,Anguilla,2021-02-25,18,0,0,1133,0,0,0,0
AIA,North America,Anguilla,2021-02-26,18,0,0,1133,0,3929,3929,0
AIA,North America,Anguilla,2021-02-27,18,0,0,1133,0,0,0,0
ATG,North America,Antigua and Barbuda,2021-01-19,189,6,0,2015,0,0,0,0
ATG,North America,Antigua and Barbuda,2021-01-20,190,6,0,2026,0,0,0,0
ATG,North America,Antigua and Barbuda,2021-01-21,190,6,0,2026,0,0,0,0
ATG,North America,Antigua and Barbuda,2021-01-22,190,6,0,2026,0,0,0,0
ATG,North America,Antigua and Barbuda,2021-01-23,192,6,0,2047,0,0,0,0
ATG,North America,Antigua and Barbuda,2021-01-24,195,6,0,2079,0,0,0,0
ATG,North America,Antigua and Barbuda,2021-01-25,195,6,0,2079,0,0,0,0
ATG,North America,Antigua and Barbuda,2021-01-26,201,6,0,2143,0,0,0,0
ATG,North America,Antigua and Barbuda,2021-01-27,201,6,0,2143,0,0,0,0
ATG,North America,Antigua and Barbuda,2021-01-28,201,6,0,2143,0,0,0,0
ATG,North America,Antigua and Barbuda,2021-01-29,215,6,0,2292,0,0,0,0
ATG,North America,Antigua and Barbuda,2021-01-30,218,6,0,2324,0,0,0,0
ATG,North America,Antigua and Barbuda,2021-01-31,218,7,1,2324,10,0,0,0
ATG,North America,Antigua and Barbuda,2021-02-01,220,7,0,2346,0,0,0,0
ATG,North America,Antigua and Barbuda,2021-02-02,234,7,0,2495,0,0,0,0
ATG,North America,Antigua and Barbuda,2021-02-03,234,7,0,2495,0,0,0,0
ATG,North America,Antigua and Barbuda,2021-02-04,249,7,0,2655,0,0,0,0
ATG,North America,Antigua and Barbuda,2021-02-05,268,7,0,2857,0,0,0,0
ATG,North America,Antigua and Barbuda,2021-02-06,277,7,0,2953,0,0,0,0
ATG,North America,Antigua and Barbuda,2021-02-07,277,7,0,2953,0,0,0,0
ATG,North America,Antigua and Barbuda,2021-02-08,299,7,0,3188,0,0,0,0
ATG,North America,Antigua and Barbuda,2021-02-09,316,7,0,3369,0,0,0,0
ATG,North America,Antigua and Barbuda,2021-02-10,316,8,1,3369,10,0,0,0
ATG,North America,Antigua and Barbuda,2021-02-11,350,9,1,3732,10,0,0,0
ATG,North America,Antigua and Barbuda,2021-02-12,381,9,0,4063,0,0,0,0
ATG,North America,Antigua and Barbuda,2021-02-13,381,9,0,4063,0,0,0,0
ATG,North America,Antigua and Barbuda,2021-02-14,427,9,0,4553,0,0,0,0
ATG,North America,Antigua and Barbuda,2021-02-15,427,9,0,4553,0,0,0,0
ATG,North America,Antigua and Barbuda,2021-02-16,427,9,0,4553,0,0,0,0
ATG,North America,Antigua and Barbuda,2021-02-17,443,9,0,4724,0,0,0,0
ATG,North America,Antigua and Barbuda,2021-02-18,486,10,1,5182,10,0,0,0
ATG,North America,Antigua and Barbuda,2021-02-19,525,10,0,5598,0,0,0,0
ATG,North America,Antigua and Barbuda,2021-02-20,548,10,0,5843,0,0,0,0
ATG,North America,Antigua and Barbuda,2021-02-21,598,11,1,6377,10,0,0,0
ATG,North America,Antigua and Barbuda,2021-02-22,598,13,2,6377,21,0,0,0
